,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
1349,16400,ford,fusion,2019,clean vehicle,36064.0,gray,  3fa6p0cd1kr118278,167740400,alabama, usa,21 hours left
1350,27300,ford,f-150,2019,clean vehicle,18805.0,gray,  1ftew1c4xkfc10243,167740409,mississippi, usa,21 hours left
1351,26400,ford,cab,2012,clean vehicle,151035.0,white,  1fduf5gt0ceb55163,167781136,wisconsin, usa,2 days left
1352,35100,ford,mustang,2019,clean vehicle,10099.0,red,  1fatp8ff1k5110151,167740416,mississippi, usa,21 hours left
1353,41500,ford,f-150,2018,clean vehicle,9800.0,black,  1ftew1e56jfa97539,167781284,new jersey, usa,1 days left
1354,34100,ford,mustang,2019,clean vehicle,10483.0,white,  1fatp8ff5k5106670,167740622,mississippi, usa,21 hours left
1355,28600,ford,f-150,2019,clean vehicle,17544.0,no_color,  1ftew1c46kkc52450,167781624,california, usa,21 hours left
1356,34100,ford,mustang,2019,clean vehicle,10167.0,red,  1fatp8ff0k5119522,167740627,mississippi, usa,21 hours left
1357,28700,ford,ranger,2019,clean vehicle,11457.0,gray,  1fter4eh5kla17864,167781626,california, usa,21 hours left
1358,24700,ford,edge,2019,clean vehicle,26590.0,no_color,  2fmpk3k90kbb54470,167781627,california, usa,21 hours left
1359,46500,ford,expedition,2019,clean vehicle,35346.0,black,  1fmju1kt7kea38431,167781630,california, usa,21 hours left
1360,29000,ford,f-150,2019,clean vehicle,12953.0,black,  1ftew1c59kkc39782,167781631,california, usa,21 hours left
1361,25500,ford,edge,2019,clean vehicle,26693.0,silver,  2fmpk3k91kbb62934,167781632,california, usa,21 hours left
1362,39500,ford,f-150,2019,clean vehicle,25071.0,yellow,  1ftew1e51kkc05297,167781633,california, usa,21 hours left
1363,33100,ford,f-150,2019,clean vehicle,33538.0,yellow,  1ftew1c54kkc38135,167781635,california, usa,21 hours left
1364,30500,ford,f-150,2019,clean vehicle,9915.0,gray,  1ftew1e4xkfb37968,167781637,california, usa,2 days left
1365,3600,ford,fiesta,2018,clean vehicle,1.0,silver,  3fadp4ej1jm128239,167458288,arizona, usa,2 days left
1366,16800,ford,fusion,2019,clean vehicle,9910.0,red,  3fa6p0hdxkr114772,167781638,california, usa,2 days left
1367,24000,ford,f-150,2019,clean vehicle,16765.0,gray,  1ftew1cp5kkc11026,167459758,texas, usa,6 days left
1368,58500,ford,expedition,2019,clean vehicle,4970.0,gray,  1fmju2at7kea02696,167781639,california, usa,21 hours left
1369,55000,ford,door,2017,clean vehicle,43964.0,black,  1ft8w3dt8hed50014,167461502,texas, usa,6 days left
1370,28800,ford,f-150,2019,clean vehicle,40785.0,silver,  1ftew1e49kkc40340,167781644,california, usa,21 hours left
1371,26800,ford,door,2015,clean vehicle,108998.0,white,  1ft8w3bt4fec75439,167782025,new jersey, usa,24 hours left
1372,36000,ford,max,2018,clean vehicle,58576.0,gray,  1fmjk1jt1jea23803,167472824,wisconsin, usa,22 hours left
1373,20000,ford,wagon,2018,clean vehicle,55475.0,white,  1fbzx2zm6jka97476,167472829,wisconsin, usa,21 hours left
1374,46700,ford,drw,2019,clean vehicle,35929.0,black,  1ft8w3dt6kef15629,167741758,alabama, usa,21 hours left
1375,42800,ford,srw,2019,clean vehicle,21669.0,silver,  1ft7w2btxkee45528,167741762,alabama, usa,21 hours left
1376,21800,ford,mustang,2018,clean vehicle,16079.0,no_color,  1fa6p8th0j5176725,167782357,california, usa,21 hours left
1377,18800,ford,mustang,2018,clean vehicle,41147.0,white,  1fa6p8th1j5133883,167782359,california, usa,2 days left
1378,18800,ford,flex,2018,clean vehicle,45798.0,black,  2fmgk5d88jba13550,167782360,california, usa,21 hours left
1379,30200,ford,f-150,2018,clean vehicle,21703.0,red,  1ftew1cp2jkd08540,167782362,california, usa,21 hours left
1380,27500,ford,explorer,2018,clean vehicle,22284.0,black,  1fm5k8d89jgb59845,167782363,california, usa,2 days left
1381,37500,ford,transit,2018,clean vehicle,24567.0,white,  1ftbw3xgxjkb24777,167782364,california, usa,2 days left
1382,19100,ford,mustang,2018,clean vehicle,30594.0,silver,  1fatp8uh2j5109805,167782375,california, usa,2 days left
1383,17100,ford,flex,2018,clean vehicle,52747.0,white,  2fmgk5d81jba01059,167782378,california, usa,21 hours left
1384,13500,ford,escape,2018,clean vehicle,21592.0,silver,  1fmcu0gd7jud41377,167606805,florida, usa,4 days left
1385,54500,ford,srw,2018,clean vehicle,19853.0,blue,  1ft7w2bt8jec80853,167782905,california, usa,2 days left
1386,9000,ford,fiesta,2018,clean vehicle,25201.0,gray,  3fadp4ej7jm111509,167606808,florida, usa,4 days left
1387,16400,ford,f-150,2020,clean vehicle,10351.0,black,  1ftew1e57lfa24246,167742924,pennsylvania, usa,2 days left
1388,17000,ford,fusion,2020,clean vehicle,1117.0,gray,  3fa6p0d98lr194138,167742945,pennsylvania, usa,2 days left
1389,24800,ford,door,2017,clean vehicle,37279.0,gold,  1ftew1ep0hfb00592,167783112,california, usa,21 hours left
1390,26800,ford,door,2017,clean vehicle,30113.0,red,  1ftew1ep9hfc23372,167783113,california, usa,21 hours left
1391,19400,ford,door,2017,clean vehicle,27570.0,white,  3fa6p0k9xhr201097,167783115,california, usa,21 hours left
1392,20000,ford,flex,2017,clean vehicle,45188.0,silver,  2fmgk5c83hba04539,167783116,california, usa,2 days left
1393,7000,ford,door,2012,clean vehicle,149712.0,silver,  1ftfw1cf5cfa60758,167484061,texas, usa,4 days left
1394,25100,ford,explorer,2017,clean vehicle,25030.0,gold,  1fm5k7d84hgd56068,167783118,california, usa,2 days left
1395,2000,ford,door,2013,salvage insurance,105743.0,gray,  3fa6p0h70dr346858,167611892,oklahoma, usa,15 days left
1396,18200,ford,fusion,2020,clean vehicle,9861.0,black,  3fa6p0k98lr118096,167743129,pennsylvania, usa,2 days left
1397,14200,ford,fusion,2018,clean vehicle,1751.0,red,  3fa6p0h76jr175058,167484407,illinois, usa,2 days left
1398,56500,ford,door,2017,clean vehicle,30629.0,red,  1ft7w2bt3hec44885,167783122,california, usa,2 days left
1399,2000,ford,door,2016,salvage insurance,52883.0,gray,  3fa6p0h7xgr182944,167611900,oklahoma, usa,15 days left
1400,26500,ford,van,2020,clean vehicle,122.0,white,  1ftbr1c86lka43630,167743139,pennsylvania, usa,2 days left
1401,34300,ford,srw,2019,clean vehicle,28534.0,white,  1ft7w2btxkee87763,167489607,florida, usa,2 hours left
1402,43500,ford,f-150,2017,clean vehicle,80699.0,black,  1ftfw1rg4hfa86887,167783125,california, usa,21 hours left
1403,3500,ford,door,2016,salvage insurance,72851.0,white,  1fa6p0hd4g5100361,167611905,oklahoma, usa,15 days left
1404,37200,ford,srw,2019,clean vehicle,24078.0,white,  1ft7w2bt9kef54157,167489611,florida, usa,2 hours left
1405,12800,ford,door,2017,clean vehicle,38639.0,orange,  1fmcu0gd4huc28156,167783127,california, usa,21 hours left
1406,15000,ford,door,2013,salvage insurance,146807.0,silver,  1ft7w2bt9deb86453,167612500,texas, usa,17 hours left
1407,12500,ford,door,2017,clean vehicle,31871.0,silver,  1fmcu0gd1hua50769,167783131,california, usa,21 hours left
1408,21500,ford,f-150,2017,clean vehicle,76876.0,gray,  1ftew1cp1hfa12279,167783132,california, usa,2 days left
1409,17300,ford,fusion,2019,clean vehicle,28070.0,white,  3fa6p0cdxkr116450,167744186,north carolina, usa,Listing Expired
1410,27000,ford,explorer,2017,clean vehicle,3189.0,silver,  1fm5k7dh4hga93774,167783133,california, usa,21 hours left
1411,31800,ford,el,2017,clean vehicle,28359.0,white,  1fmjk1kt6hea45630,167493536,florida, usa,24 hours left
1412,13000,ford,door,2017,clean vehicle,42890.0,gray,  1fmcu0gd4huc28111,167783134,california, usa,21 hours left
1413,31800,ford,el,2017,clean vehicle,29328.0,silver,  1fmjk1ktxhea45632,167493549,florida, usa,24 hours left
1414,46300,ford,door,2016,clean vehicle,47531.0,black,  1ft7w2bt1ged12535,167783724,california, usa,2 days left
1415,6000,ford,door,2015,clean vehicle,57345.0,gray,  1fa6p0h72f5106961,167495679,missouri, usa,7 days left
1416,22800,ford,door,2016,clean vehicle,67546.0,silver,  1ftew1cg4gke05649,167783730,california, usa,21 hours left
1417,45000,ford,expedition,2019,clean vehicle,18153.0,white,  1fmju2at2kea46511,167744932,pennsylvania, usa,3 days left
1418,49500,ford,expedition,2019,clean vehicle,17689.0,black,  1fmju2at0kea25415,167744934,pennsylvania, usa,3 days left
1419,3000,ford,van,2012,clean vehicle,137171.0,white,  nm0ls7bn3ct082251,167496237,missouri, usa,7 days left
1420,20000,ford,door,2015,clean vehicle,63445.0,gray,  1ftew1cp9fkd25357,167783942,california, usa,21 hours left
1421,25300,ford,edge,2019,clean vehicle,26422.0,black,  2fmpk4k98kbc02352,167744935,pennsylvania, usa,2 days left
1422,4000,ford,door,2015,salvage insurance,149319.0,white,  1fdrf3g6xfec28306,167615545,south carolina, usa,2 days left
1423,45500,ford,expedition,2019,clean vehicle,18767.0,gray,  1fmju2at5kea33705,167744936,pennsylvania, usa,3 days left
1424,9100,ford,fiesta,2018,clean vehicle,38289.0,silver,  3fadp4ej7jm133008,167615883,minnesota, usa,14 hours left
1425,48000,ford,expedition,2019,clean vehicle,22960.0,black,  1fmju2at2kea52910,167744937,pennsylvania, usa,3 days left
1426,47000,ford,max,2019,clean vehicle,17263.0,blue,  1fmjk2at0kea52913,167744939,pennsylvania, usa,3 days left
1427,49500,ford,expedition,2019,clean vehicle,16981.0,black,  1fmju2atxkea46594,167744941,pennsylvania, usa,3 days left
1428,31200,ford,wagon,2019,clean vehicle,13058.0,black,  1fbax2cm9kka31236,167537649,pennsylvania, usa,1 days left
1429,18500,ford,door,2014,clean vehicle,45887.0,white,  1zvbp8cf8e5321701,167783990,california, usa,2 days left
1430,15500,ford,escape,2019,clean vehicle,21740.0,silver,  1fmcu0gdxkub10166,167744942,pennsylvania, usa,2 days left
1431,30500,ford,wagon,2019,clean vehicle,17707.0,black,  1fbzx2ym9kka49036,167537651,pennsylvania, usa,1 days left
1432,45500,ford,max,2019,clean vehicle,19121.0,silver,  1fmjk2at7kea45361,167744943,pennsylvania, usa,3 days left
1433,31500,ford,wagon,2019,clean vehicle,18856.0,black,  1fbax2cm3kka31250,167537652,pennsylvania, usa,1 days left
1434,11000,ford,door,2013,clean vehicle,84752.0,white,  1fm5k8d8xdgb17544,167784054,new jersey, usa,30 minutes
1435,46500,ford,max,2019,clean vehicle,19555.0,white,  1fmjk2at1kea40415,167744946,pennsylvania, usa,3 days left
1436,31500,ford,wagon,2019,clean vehicle,16340.0,black,  1fbax2cm3kka37047,167537653,pennsylvania, usa,1 days left
1437,32000,ford,f-150,2018,clean vehicle,17242.0,white,  1ftew1eg8jfd74483,167784445,ohio, usa,21 hours left
1438,23900,ford,edge,2019,clean vehicle,28733.0,black,  2fmpk4k97kbb81428,167744947,pennsylvania, usa,2 days left
1439,31500,ford,wagon,2019,clean vehicle,16019.0,black,  1fbax2cm1kka31246,167537654,pennsylvania, usa,1 days left
1440,18500,ford,taurus,2016,clean vehicle,75580.0,black,  1fahp2kt0gg121703,167784760,ohio, usa,2 days left
1441,1500,ford,door,2013,salvage insurance,113444.0,white,  1fadp3e26dl161150,167620275,georgia, usa,2 days left
1442,46000,ford,max,2019,clean vehicle,19227.0,white,  1fmjk2at8kea45286,167744948,pennsylvania, usa,3 days left
1443,31500,ford,wagon,2019,clean vehicle,13633.0,black,  1fbax2cm4kka31239,167537655,pennsylvania, usa,1 days left
1444,14700,ford,van,2015,clean vehicle,37739.0,white,  1ftne1zmxfka31885,167784980,new jersey, usa,2 days left
1445,2700,ford,door,2013,salvage insurance,103541.0,green,  1fm5k8d80dgc79389,167624785,michigan, usa,2 days left
1446,47500,ford,expedition,2019,clean vehicle,24072.0,blue,  1fmju2at2kea33712,167744950,pennsylvania, usa,3 days left
1447,31500,ford,wagon,2019,clean vehicle,17657.0,black,  1fbax2cm1kka37046,167537656,pennsylvania, usa,1 days left
1448,8900,ford,door,2014,clean vehicle,77392.0,red,  1fmcu9gx5eua01844,167785291,new jersey, usa,2 days left
1449,7000,ford,door,2019,salvage insurance,11930.0,white,  1ftyr1zm3kkb00458,167624798,michigan, usa,2 days left
1450,49000,ford,expedition,2019,clean vehicle,19731.0,red,  1fmju2at7kea46505,167744952,pennsylvania, usa,3 days left
1451,31500,ford,wagon,2019,clean vehicle,15581.0,black,  1fbax2cm0kka37040,167537657,pennsylvania, usa,1 days left
1452,8900,ford,door,2014,clean vehicle,70181.0,black,  1fmcu9gx7eue04899,167785292,new jersey, usa,2 days left
1453,48000,ford,max,2019,clean vehicle,16143.0,black,  1fmjk2at1kea46571,167744953,pennsylvania, usa,3 days left
1454,50000,ford,max,2019,clean vehicle,17995.0,black,  1fmjk2at3kea46569,167744954,pennsylvania, usa,3 days left
1455,47300,ford,max,2019,clean vehicle,23926.0,black,  1fmjk2at3kea19064,167744991,pennsylvania, usa,21 hours left
1456,45000,ford,f-150,2017,clean vehicle,57929.0,black,  1ftfw1rg3hfa94897,167541375,louisiana, usa,8 days left
1457,49000,ford,max,2019,clean vehicle,20758.0,silver,  1fmjk2at5kea39283,167744992,pennsylvania, usa,3 days left
1458,40200,ford,f-150,2019,clean vehicle,10028.0,gray,  1ftew1e45kfc11202,167785786,texas, usa,1 days left
1459,48000,ford,max,2019,clean vehicle,21051.0,black,  1fmjk2at1kea46568,167744993,pennsylvania, usa,3 days left
1460,5000,ford,door,2015,clean vehicle,136307.0,silver,  1fa6p0h76f5128221,167541538,louisiana, usa,8 days left
1461,8200,ford,bus,2013,clean vehicle,105880.0,silver,  1fbne3bl5dda27813,167785850,new jersey, usa,2 days left
1462,49000,ford,max,2019,clean vehicle,19985.0,white,  1fmjk2at1kea45369,167744997,pennsylvania, usa,3 days left
1463,4000,ford,door,2015,clean vehicle,102590.0,gray,  1fa6p0h78f5126079,167541539,louisiana, usa,8 days left
1464,39000,ford,expedition,2019,clean vehicle,27612.0,silver,  1fmju1jtxkea33631,167744998,pennsylvania, usa,3 days left
1465,29000,ford,door,2015,clean vehicle,90855.0,white,  1ft7w2btxfeb19752,167541544,louisiana, usa,8 days left
1466,46500,ford,max,2019,clean vehicle,19936.0,silver,  1fmjk2atxkea46536,167745000,pennsylvania, usa,3 days left
1467,7805,ford,door,2015,clean vehicle,64495.0,gray,  1fa6p0h74f5125348,167541546,louisiana, usa,8 days left
1468,22000,ford,mustang,2018,clean vehicle,39477.0,gray,  1fatp8ff8j5181457,167786970,texas, usa,5 days left
1469,18800,ford,max,2019,clean vehicle,25698.0,black,  1fmjk1kt8kea43272,167745001,pennsylvania, usa,2 days left
1470,33000,ford,door,2015,clean vehicle,73849.0,blue,  1ft7w2bt0fea55852,167541547,louisiana, usa,8 days left
1471,39500,ford,expedition,2019,clean vehicle,25422.0,black,  1fmju1jt3kea33633,167745002,pennsylvania, usa,3 days left
1472,16900,ford,door,2015,clean vehicle,47866.0,black,  1fa6p8cf0f5385064,167541550,louisiana, usa,8 days left
1473,42500,ford,max,2019,clean vehicle,31236.0,white,  1fmjk1jt9kea20200,167745009,pennsylvania, usa,3 days left
1474,39500,ford,expedition,2019,clean vehicle,26755.0,gray,  1fmju1jt2kea46499,167745010,pennsylvania, usa,3 days left
1475,25500,ford,f-150,2018,clean vehicle,49177.0,blue,  1ftew1epxjfa22456,167627320,illinois, usa,2 days left
1476,49500,ford,max,2019,clean vehicle,20749.0,white,  1fmjk2at7kea40404,167745011,pennsylvania, usa,3 days left
1477,25000,ford,f-150,2018,clean vehicle,15003.0,white,  1ftew1eg8jfd05390,167627322,illinois, usa,2 days left
1478,40000,ford,f-150,2019,clean vehicle,12247.0,black,  1ftfw1e53kfb70422,167745052,pennsylvania, usa,3 days left
1479,26000,ford,f-150,2018,clean vehicle,1.0,black,  1ftfw1e5xjke09941,167627325,illinois, usa,2 days left
1480,29500,ford,f-150,2019,clean vehicle,10808.0,silver,  1ftew1e57kfc13266,167745054,pennsylvania, usa,3 days left
1481,23000,ford,f-150,2019,clean vehicle,11263.0,white,  1ftmf1c55kkd38708,167787204,oklahoma, usa,21 hours left
1482,25500,ford,f-150,2018,clean vehicle,42307.0,black,  1ftew1ep8jfb14732,167627326,illinois, usa,2 days left
1483,44500,ford,f-150,2019,clean vehicle,17484.0,gray,  1ftew1e40kfc09714,167745057,pennsylvania, usa,3 days left
1484,15600,ford,escape,2019,clean vehicle,37106.0,blue,  1fmcu0gd5kua05504,167551072,missouri, usa,9 days left
1485,23100,ford,f-150,2019,clean vehicle,9539.0,white,  1ftmf1c57kkd08125,167787205,oklahoma, usa,21 hours left
1486,37000,ford,f-150,2019,clean vehicle,2384.0,gray,  1ftew1epxkfa83324,167745058,pennsylvania, usa,3 days left
1487,14500,ford,fusion,2019,clean vehicle,20590.0,gray,  3fa6p0hd8kr114141,167551221,missouri, usa,9 days left
1488,23000,ford,f-150,2019,clean vehicle,13896.0,white,  1ftmf1c51kkd38706,167787206,oklahoma, usa,21 hours left
1489,26500,ford,f-150,2019,clean vehicle,9451.0,gray,  1ftfw1e43kfb70539,167745059,pennsylvania, usa,3 days left
1490,18000,ford,fusion,2017,clean vehicle,31657.0,red,  3fa6p0vp2hr189117,167552380,missouri, usa,9 days left
1491,35700,ford,expedition,2019,clean vehicle,33907.0,brown,  1fmju1jt7kea29391,167787207,oklahoma, usa,21 hours left
1492,31000,ford,f-150,2019,clean vehicle,10028.0,black,  1ftfw1e57kfa45438,167745061,pennsylvania, usa,3 days left
1493,2000,ford,door,2013,clean vehicle,175640.0,no_color,  3fa6p0h72dr150212,167552543,missouri, usa,9 days left
1494,40400,ford,max,2019,clean vehicle,30770.0,white,  1fmjk1jt6kea37259,167787213,oklahoma, usa,21 hours left
1495,43600,ford,f-150,2019,clean vehicle,15141.0,black,  1ftew1e40kfa83015,167745064,pennsylvania, usa,2 days left
1496,22600,ford,f-150,2019,clean vehicle,18431.0,white,  1ftmf1c5xkkc79168,167787215,oklahoma, usa,21 hours left
1497,26000,ford,f-150,2019,clean vehicle,9604.0,white,  1ftfw1e45kfb85334,167745067,pennsylvania, usa,3 days left
1498,23200,ford,f-150,2019,clean vehicle,9516.0,white,  1ftmf1c5xkkd39210,167787217,oklahoma, usa,21 hours left
1499,29000,ford,f-150,2019,clean vehicle,9718.0,silver,  1ftew1e45kfa45361,167745068,pennsylvania, usa,3 days left
1500,22800,ford,f-150,2019,clean vehicle,16506.0,white,  1ftmf1c58kkc79170,167787219,oklahoma, usa,21 hours left
1501,3450,ford,door,2015,salvage insurance,192108.0,white,  1fmcu9gx5fuc13614,167633336,oregon, usa,2 days left
1502,31000,ford,f-150,2019,clean vehicle,11028.0,white,  1ftfw1e55kfa45440,167745069,pennsylvania, usa,3 days left
1503,22900,ford,f-150,2019,clean vehicle,11313.0,white,  1ftmf1c59kkd08126,167787221,oklahoma, usa,21 hours left
1504,3000,ford,door,2014,salvage insurance,141595.0,red,  3fa6p0lu4er381093,167633339,oregon, usa,2 days left
1505,28000,ford,f-150,2019,clean vehicle,12886.0,silver,  1ftew1e50kfc34279,167745143,pennsylvania, usa,3 days left
1506,23200,ford,f-150,2019,clean vehicle,9556.0,white,  1ftmf1c53kkc79173,167787222,oklahoma, usa,21 hours left
1507,27000,ford,f-150,2019,clean vehicle,13269.0,blue,  1ftew1epxkkd77667,167745145,pennsylvania, usa,3 days left
1508,22800,ford,f-150,2019,clean vehicle,16770.0,white,  1ftmf1c55kkd08124,167787224,oklahoma, usa,21 hours left
1509,31500,ford,f-150,2019,clean vehicle,13526.0,red,  1ftfw1e55kfc66570,167745147,pennsylvania, usa,3 days left
1510,23400,ford,transit,2019,clean vehicle,16391.0,white,  1ftyr1zm9kka54926,167787245,oklahoma, usa,21 hours left
1511,28000,ford,f-150,2019,clean vehicle,11437.0,white,  1ftew1e57kfb37614,167745150,pennsylvania, usa,3 days left
1512,23400,ford,transit,2019,clean vehicle,17964.0,white,  1ftyr1ym9kka56662,167787249,oklahoma, usa,21 hours left
1513,28000,ford,f-150,2018,clean vehicle,5440.0,blue,  1ftew1cp8jfd42703,167639660,texas, usa,10 days left
1514,24900,ford,f-150,2019,clean vehicle,13035.0,white,  1ftfw1e48kkd08888,167745151,pennsylvania, usa,3 days left
1515,23500,ford,transit,2019,clean vehicle,15759.0,white,  1ftyr1ym0kka56663,167787255,oklahoma, usa,21 hours left
1516,36000,ford,f-150,2018,clean vehicle,30002.0,gray,  1ftfw1e19jfd95844,167639665,texas, usa,10 days left
1517,28700,ford,f-150,2019,clean vehicle,13673.0,white,  1ftfw1e44kfa45372,167745153,pennsylvania, usa,3 days left
1518,16000,ford,fusion,2018,clean vehicle,24480.0,silver,  3fa6p0k95jr156818,167787271,oregon, usa,29 minutes
1519,31000,ford,f-150,2019,clean vehicle,13230.0,white,  1ftfw1e59kfa45439,167745154,pennsylvania, usa,3 days left
1520,16500,ford,f-150,2017,clean vehicle,137789.0,white,  1ftfw1eg0hkd21010,167787344,oregon, usa,29 minutes
1521,28500,ford,f-150,2019,clean vehicle,13516.0,white,  1ftfw1e52kfb51070,167745155,pennsylvania, usa,3 days left
1522,10800,ford,escape,2017,clean vehicle,81660.0,black,  1fmcu9gd5huc55340,167787355,oregon, usa,29 minutes
1523,28500,ford,f-150,2019,clean vehicle,11763.0,white,  1ftew1ep6kfb50971,167745157,pennsylvania, usa,3 days left
1524,25000,ford,explorer,2017,clean vehicle,34165.0,gold,  1fm5k8fh3hgb01057,167787361,oregon, usa,29 minutes
1525,31000,ford,f-150,2019,clean vehicle,13458.0,white,  1ftfw1e47kfa45446,167745199,pennsylvania, usa,3 days left
1526,7800,ford,door,2016,clean vehicle,104867.0,black,  3fa6p0lu9gr318607,167787418,oregon, usa,29 minutes
1527,28500,ford,f-150,2019,clean vehicle,14004.0,white,  1ftfw1e56kfc13215,167745200,pennsylvania, usa,3 days left
1528,9500,ford,door,2016,clean vehicle,69829.0,silver,  3fa6p0h79gr262879,167787426,oregon, usa,29 minutes
1529,28500,ford,f-150,2019,clean vehicle,13405.0,silver,  1ftew1ep5kfb96789,167745201,pennsylvania, usa,3 days left
1530,14500,ford,door,2016,clean vehicle,96151.0,black,  1fm5k7d82gga11295,167787428,oregon, usa,29 minutes
1531,25000,ford,f-150,2019,clean vehicle,12688.0,black,  1ftfw1e40kkc25486,167745202,pennsylvania, usa,3 days left
1532,14500,ford,door,2016,clean vehicle,116519.0,white,  1ft7x2b61geb56195,167787429,oregon, usa,29 minutes
1533,28500,ford,f-150,2019,clean vehicle,12260.0,white,  1ftfw1e50kfc13209,167745203,pennsylvania, usa,3 days left
1534,12100,ford,door,2016,clean vehicle,29367.0,silver,  3fa6p0h76gr145938,167787432,oregon, usa,29 minutes
1535,29400,ford,f-150,2019,clean vehicle,18982.0,white,  1ftfw1e48kfa45374,167745288,pennsylvania, usa,3 days left
1536,24700,ford,f-150,2019,clean vehicle,23795.0,silver,  1ftew1c42kkd75453,167553736,california, usa,8 days left
1537,8700,ford,door,2016,clean vehicle,76572.0,gray,  3fa6p0h76gr269546,167787433,oregon, usa,29 minutes
1538,29500,ford,f-150,2019,clean vehicle,15964.0,white,  1ftfw1e44kkc25474,167745290,pennsylvania, usa,3 days left
1539,25800,ford,f-150,2019,clean vehicle,28117.0,silver,  1ftew1e50kkc39540,167553737,california, usa,8 days left
1540,17500,ford,door,2016,clean vehicle,116730.0,blue,  1ftfw1eg9gke06958,167787436,oregon, usa,29 minutes
1541,23900,ford,f-150,2019,clean vehicle,21055.0,brown,  1ftew1e50kfb83107,167745292,pennsylvania, usa,2 days left
1542,22900,ford,f-150,2019,clean vehicle,27794.0,black,  1ftew1c55kkc38466,167553738,california, usa,8 days left
1543,19500,ford,edge,2016,clean vehicle,56995.0,black,  2fmpk4ap5gbb89860,167787438,oregon, usa,29 minutes
1544,29500,ford,f-150,2019,clean vehicle,16625.0,gray,  1ftew1e59kfa00593,167745296,pennsylvania, usa,3 days left
1545,24500,ford,f-150,2019,clean vehicle,27689.0,gray,  1ftew1c46kkd75553,167553743,california, usa,8 days left
1546,11000,ford,door,2016,clean vehicle,39851.0,black,  3fa6p0lu5gr235305,167787440,oregon, usa,29 minutes
1547,22400,ford,f-150,2019,clean vehicle,31727.0,black,  1ftew1c52kfa64476,167745301,pennsylvania, usa,2 days left
1548,15700,ford,escape,2019,clean vehicle,31586.0,gray,  1fmcu9gd7kub30198,167553744,california, usa,8 days left
1549,11000,ford,door,2015,clean vehicle,33717.0,black,  3fa6p0h75fr306648,167787501,oregon, usa,29 minutes
1550,28000,ford,f-150,2019,clean vehicle,18418.0,black,  1ftew1e42kfc10086,167745303,pennsylvania, usa,2 days left
1551,13500,ford,fusion,2019,clean vehicle,39013.0,black,  3fa6p0cd6kr140082,167553757,california, usa,8 days left
1552,7300,ford,f-150,2013,clean vehicle,125451.0,white,  1ftnf1et8dkf99625,167787614,oregon, usa,29 minutes
1553,25100,ford,f-150,2019,clean vehicle,21346.0,black,  1ftew1c59kfb19764,167745304,pennsylvania, usa,3 days left
1554,24100,ford,transit,2019,clean vehicle,21150.0,white,  1ftyr2cm0kkb25249,167553762,california, usa,8 days left
1555,6500,ford,f-150,2014,clean vehicle,103862.0,white,  1ftnf1et8ekg10382,167787621,oregon, usa,29 minutes
1556,10500,ford,f-150,2019,clean vehicle,22001.0,red,  1ftew1c47kfc12080,167745308,pennsylvania, usa,2 days left
1557,16900,ford,fusion,2019,clean vehicle,31261.0,gray,  3fa6p0d93kr124089,167553768,california, usa,8 days left
1558,6000,ford,door,2013,clean vehicle,140870.0,white,  1ftbf2b66dea35574,167787622,oregon, usa,29 minutes
1559,28500,ford,f-150,2019,clean vehicle,14358.0,white,  1ftfw1e57kfc13238,167745311,pennsylvania, usa,3 days left
1560,16200,ford,fusion,2019,clean vehicle,41672.0,silver,  3fa6p0d9xkr105006,167553991,california, usa,8 days left
1561,6500,ford,f-150,2013,clean vehicle,95655.0,white,  1ftnf1et8dkd91793,167787623,oregon, usa,29 minutes
1562,24500,ford,flex,2019,clean vehicle,19493.0,gray,  2fmhk6d81kba19766,167745367,pennsylvania, usa,3 days left
1563,16500,ford,fusion,2019,clean vehicle,36956.0,black,  3fa6p0d91kr118405,167553992,california, usa,8 days left
1564,56500,ford,door,2017,clean vehicle,23223.0,gold,  1ft7w2bt8hed83183,167787803,texas, usa,2 days left
1565,10400,ford,fusion,2019,clean vehicle,13085.0,gray,  3fa6p0t90kr253764,167745369,pennsylvania, usa,2 days left
1566,22800,ford,explorer,2018,clean vehicle,36124.0,silver,  1fm5k8d87jgc15281,167787962,oklahoma, usa,21 hours left
1567,26500,ford,flex,2019,clean vehicle,19147.0,white,  2fmhk6dt5kba15871,167745370,pennsylvania, usa,3 days left
1568,23800,ford,flex,2019,clean vehicle,24993.0,red,  2fmhk6c82kba19874,167745382,pennsylvania, usa,3 days left
1569,24700,ford,f-150,2018,clean vehicle,41127.0,white,  1ftew1e56jkd36112,167787974,oklahoma, usa,21 hours left
1570,12400,ford,fusion,2019,clean vehicle,32365.0,black,  3fa6p0lu3kr185724,167745444,pennsylvania, usa,2 days left
1571,16600,ford,fusion,2019,clean vehicle,27774.0,white,  3fa6p0ru3kr180188,167745445,pennsylvania, usa,2 days left
1572,11200,ford,door,2015,clean vehicle,105027.0,blue,  1ftex1cp8fke04211,167788144,oklahoma, usa,21 hours left
1573,15900,ford,fusion,2019,clean vehicle,27806.0,silver,  3fa6p0k96kr261093,167745449,pennsylvania, usa,2 days left
1574,7700,ford,door,2015,clean vehicle,54198.0,blue,  3fa6p0h77fr138558,167788145,oklahoma, usa,21 hours left
1575,15100,ford,fusion,2019,clean vehicle,30181.0,white,  3fa6p0mu3kr180747,167745453,pennsylvania, usa,2 days left
